,Restaurant Name,Url,Rating,Votes,Address,Source,Zip,check,new_zip
218,Fritanga Montelimar Inc,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192786-Reviews-Fritanga_Montelimar_Inc-Miami_Florida.html,,,"15722 SW 72nd St, Miami, FL 33193-5059",TripAdvisor,-5059,False,33193
219,Kitchen M,http://www.tripadvisor.in/Restaurant_Review-g34438-d4854667-Reviews-Kitchen_M-Miami_Florida.html,"1,432 of 3,600",1.0,"6468 Hollywood Blvd, Miami, FL FL 33024",TripAdvisor,33024,True,33024
220,Taco Bell,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182251-Reviews-Taco_Bell-Miami_Florida.html,,,"10580 SW 8th St, Miami, FL 33174",TripAdvisor,33174,True,33174
221,Anita Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d914706-Reviews-Anita_Bakery-Miami_Florida.html,"1,285 of 3,600",1.0,"6741 NW 37th Ct, Miami, FL 33147",TripAdvisor,33147,True,33147
222,Au Bon Pain,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207579-Reviews-Au_Bon_Pain-Miami_Florida.html,"1,355 of 3,600",2.0,"800 Brickell Ave, Ste 110, Miami, FL 33131",TripAdvisor,33131,True,33131
223,Karla Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d5104698-Reviews-Karla_Bakery-Miami_Florida.html,,,"8353 W Flagler St, Miami, FL 33144-2072",TripAdvisor,-2072,False,33144
224,Shawarma Mediterranean Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d2662450-Reviews-Shawarma_Mediterranean_Grill-Miami_Florida.html,"1,234 of 3,600",5.0,"11752 SW 88 Street, Miami, FL",TripAdvisor,"i, FL",False,
225,Giardino Gourmet Salads,http://www.tripadvisor.in/Restaurant_Review-g34438-d3188713-Reviews-Giardino_Gourmet_Salads-Miami_Florida.html,"1,512 of 3,600",1.0,"2346 Ponce de Leon Blvd., Coral Gables, FL, 33134, Miami, FL",TripAdvisor,"i, FL",False,
226,the atrium,http://www.tripadvisor.in/Restaurant_Review-g34438-d1139011-Reviews-The_atrium-Miami_Florida.html,"783 of 3,600",3.0,"4400 NW 87th Avenue, Miami, FL",TripAdvisor,"i, FL",False,
227,Tropical Perk Corp,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193488-Reviews-Tropical_Perk_Corp-Miami_Florida.html,,,"2000 S Dixie Hwy, Miami, FL 33133",TripAdvisor,33133,True,33133
228,Chef Turrent,http://www.tripadvisor.in/Restaurant_Review-g34438-d937894-Reviews-Chef_Turrent-Miami_Florida.html,,,"707 NW 27th Ave, Miami, FL 33125",TripAdvisor,33125,True,33125
229,Iron Side Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d2526664-Reviews-Iron_Side_Cafe-Miami_Florida.html,"952 of 3,600",3.0,"7600 NE 4th Ct, Miami, FL",TripAdvisor,"i, FL",False,
230,Royal Castle,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194015-Reviews-Royal_Castle-Miami_Florida.html,,,"2700 NW 79th St, Miami, FL 33147-5437",TripAdvisor,-5437,False,33147
231,Subway Coral Reef,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207851-Reviews-Subway_Coral_Reef-Miami_Florida.html,,,"15063 S Dixie Hwy, Miami, FL 33176-7930",TripAdvisor,-7930,False,33176
232,100 Montaditos,http://www.tripadvisor.in/Restaurant_Review-g34438-d3974116-Reviews-100_Montaditos-Miami_Florida.html,"1,241 of 3,600",7.0,"244 Biscayne Blvd., Downtown Miami, Miami, FL 33132",TripAdvisor,33132,True,33132
233,Tortilleria Truchita,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370252-Reviews-Tortilleria_Truchita-Miami_Florida.html,,,"1751 W Flagler St, Miami, FL 33135-2082",TripAdvisor,-2082,False,33135
234,Mike's Pizzeria & Italian,http://www.tripadvisor.in/Restaurant_Review-g34438-d466988-Reviews-Mike_s_Pizzeria_Italian-Miami_Florida.html,"168 of 3,600",17.0,"13712 SW 84th St, Miami, FL 33183-4040",TripAdvisor,-4040,False,33183
235,Mimi's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207553-Reviews-Mimi_s_Cafe-Miami_Florida.html,,,"7400 SW 88th St, Ste 208, Miami, FL 33156",TripAdvisor,33156,True,33156
236,Popeyes Chicken & Biscuits,http://www.tripadvisor.in/Restaurant_Review-g34438-d5593717-Reviews-Popeyes_Chicken_Biscuits-Miami_Florida.html,"1,300 of 3,600",1.0,"1501 NW 20th St, Miami, FL 33142",TripAdvisor,33142,True,33142
237,Charley's Grilled Subs,http://www.tripadvisor.in/Restaurant_Review-g34438-d4560003-Reviews-Charley_s_Grilled_Subs-Miami_Florida.html,"973 of 3,600",3.0,"19575 Biscayne Blvd Ste 1397, Ste 1397, Miami, FL 33180",TripAdvisor,33180,True,33180
238,Camila's Restaurants,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193484-Reviews-Camila_s_Restaurants-Miami_Florida.html,"333 of 3,600",96.0,"129 SE 1st Ave, Miami, FL 33131",TripAdvisor,33131,True,33131
239,McDonald's,http://www.tripadvisor.in/Restaurant_Review-g34438-d1673175-Reviews-McDonald_s-Miami_Florida.html,"1,761 of 3,600",8.0,"1400 SW 8th Street, Little Havana, Miami, FL 33135",TripAdvisor,33135,True,33135
240,Tien Hung Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d928367-Reviews-Tien_Hung_Chinese_Restaurant-Miami_Florida.html,"1,679 of 3,600",1.0,"15154 NE 6th Ave, Miami, FL 33162-5034",TripAdvisor,-5034,False,33162
241,Brasa Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196476-Reviews-Brasa_Grill-Miami_Florida.html,"1,659 of 3,600",1.0,"2653 NW 20th St, Miami, FL 33142-7105",TripAdvisor,-7105,False,33142
242,Jolly's Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d925853-Reviews-Jolly_s_Grill-Miami_Florida.html,,,"705 NE 167TH St, Miami, FL 33162-2404",TripAdvisor,-2404,False,33162
243,El Rinconcito Latino,http://www.tripadvisor.in/Restaurant_Review-g34438-d1192479-Reviews-El_Rinconcito_Latino-Miami_Florida.html,"147 of 3,600",31.0,"9979 SW 142nd Ave, Miami, FL 33186-6844",TripAdvisor,-6844,False,33186
244,Diana Bakery Inc,http://www.tripadvisor.in/Restaurant_Review-g34438-d4608804-Reviews-Diana_Bakery_Inc-Miami_Florida.html,"1,119 of 3,600",1.0,"2328 NW 7th St, Miami, FL 33125",TripAdvisor,33125,True,33125
245,La Quintica,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207843-Reviews-La_Quintica-Miami_Florida.html,,,"12848 SW 8th St, Miami, FL 33184",TripAdvisor,33184,True,33184
246,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182396-Reviews-Burger_King-Miami_Florida.html,,,"7070 Bird Rd, Miami, FL 33155",TripAdvisor,33155,True,33155
247,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182269-Reviews-Subway-Miami_Florida.html,,,"7379 Bird Rd, Miami, FL 33155",TripAdvisor,33155,True,33155
248,Nonna Maria,http://www.tripadvisor.in/Restaurant_Review-g34438-d844089-Reviews-Nonna_Maria-Miami_Florida.html,"1,561 of 3,600",2.0,"14146 SW 8th St, Miami, FL 33184-3105",TripAdvisor,-3105,False,33184
249,The Blue Piano,http://www.tripadvisor.in/Restaurant_Review-g34438-d2405943-Reviews-The_Blue_Piano-Miami_Florida.html,"1,686 of 3,600",2.0,"4600 NE 2nd Ave, Ste 11, Miami, FL 33137-3441",TripAdvisor,-3441,False,33137
250,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182223-Reviews-Burger_King-Miami_Florida.html,,,"101 Miracle Mile, Miami, FL 33134",TripAdvisor,33134,True,33134
251,Pepper's Burrito Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207924-Reviews-Pepper_s_Burrito_Grill-Miami_Florida.html,"872 of 3,600",1.0,"229 SW 8th St, Miami, FL 33130",TripAdvisor,33130,True,33130
252,Sunshine Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4206105-Reviews-Sunshine_Cafe-Miami_Florida.html,,,"8180 NW 36th Ave, Miami, FL 33147-4411",TripAdvisor,-4411,False,33147
253,miss yip chinese cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d2090605-Reviews-Miss_yip_chinese_cafe-Miami_Florida.html,"1,778 of 3,600",29.0,"900 Biscayne Blvd, Ste 104, Miami, FL 33132-1560",TripAdvisor,-1560,False,33132
254,Malanga Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d2701665-Reviews-Malanga_Cafe-Miami_Florida.html,"608 of 3,600",45.0,"12313 S Dixie Hwy, Miami, FL 33156",TripAdvisor,33156,True,33156
255,Michael's Diner,http://www.tripadvisor.in/Restaurant_Review-g34438-d4860393-Reviews-Michael_s_Diner-Miami_Florida.html,"1,741 of 3,600",1.0,"11045 NW 7th Ave, Miami, FL 33168",TripAdvisor,33168,True,33168
256,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182400-Reviews-Subway-Miami_Florida.html,"471 of 3,600",14.0,"5789 NW 7th St, Miami, FL 33126",TripAdvisor,33126,True,33126
257,Atlantic Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d5084333-Reviews-Atlantic_Chinese_Restaurant-Miami_Florida.html,,,"12495 NE 6th Ct, Miami, FL 33161",TripAdvisor,33161,True,33161
258,Narco Bollo,http://www.tripadvisor.in/Restaurant_Review-g34438-d805956-Reviews-Narco_Bollo-Miami_Florida.html,"1,240 of 3,600",2.0,"2557 NW 79th Ave, Miami, FL",TripAdvisor,"i, FL",False,
259,Ace of Cupcakes,http://www.tripadvisor.in/Restaurant_Review-g34438-d5224121-Reviews-Ace_of_Cupcakes-Miami_Florida.html,,,"1039 Nw 130 Ave, Miami, FL 33182",TripAdvisor,33182,True,33182
260,Mario The Baker,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207554-Reviews-Mario_The_Baker-Miami_Florida.html,,,"8565 Coral Way, Miami, FL 33155",TripAdvisor,33155,True,33155
261,IHOP,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182007-Reviews-IHOP-Miami_Florida.html,"753 of 3,600",25.0,"285 NW 42nd Ave, Miami, FL 33126",TripAdvisor,33126,True,33126
262,The Grove Spot,http://www.tripadvisor.in/Restaurant_Review-g34438-d518553-Reviews-The_Grove_Spot-Miami_Florida.html,"706 of 3,600",27.0,"3324 Virginia Street, Coconut Grove, Miami, FL 33133-5220",TripAdvisor,-5220,False,33133
263,Kfc,http://www.tripadvisor.in/Restaurant_Review-g34438-d5101567-Reviews-Kfc-Miami_Florida.html,,,"701 NW 119th St, Miami, FL 33168",TripAdvisor,33168,True,33168
264,Sake Room,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207840-Reviews-Sake_Room-Miami_Florida.html,"88 of 3,600",6.0,"275 NE 18th St, Miami, FL 33132",TripAdvisor,33132,True,33132
265,Conchita Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207894-Reviews-Conchita_Cafeteria-Miami_Florida.html,,,"21 SW 8th Ave, Miami, FL 33130",TripAdvisor,33130,True,33130
266,94th Aero Squadron,http://www.tripadvisor.in/Restaurant_Review-g34438-d480824-Reviews-94th_Aero_Squadron-Miami_Florida.html,"107 of 3,600",191.0,"1395 NW 57TH Ave, Miami, FL 33126-2095",TripAdvisor,-2095,False,33126
267,Lan Pan-Asian Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d465999-Reviews-Lan_Pan_Asian_Cafe-Miami_Florida.html,"248 of 3,600",41.0,"8332 S Dixie Hwy, Miami, FL 33143-7714",TripAdvisor,-7714,False,33143
268,Churchill's Pub,http://www.tripadvisor.in/Restaurant_Review-g34438-d495335-Reviews-Churchill_s_Pub-Miami_Florida.html,"1,507 of 3,600",5.0,"5501 NE 2nd Ave, Miami, FL 33137-2503",TripAdvisor,-2503,False,33137
269,Doggi Style,http://www.tripadvisor.in/Restaurant_Review-g34438-d5074939-Reviews-Doggi_Style-Miami_Florida.html,,,"2342 Sw 67th Ave, Miami, FL 33155",TripAdvisor,33155,True,33155
270,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4562614-Reviews-Subway-Miami_Florida.html,"1,436 of 3,600",1.0,"13652 SW 88th St, Miami, FL 33186",TripAdvisor,33186,True,33186
271,China Wok Take-Out,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204869-Reviews-China_Wok_Take_Out-Miami_Florida.html,,,"3855 SW 137th Ave, Ste 3, Miami, FL 33175",TripAdvisor,33175,True,33175
272,"MaiTardi
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d2021692-Reviews-MaiTardi-Miami_Florida.html,,4.0,"163 Northeast 39th Street, Miami, FL 33137",TripAdvisor,33137,True,33137
273,Gourmet Gourmet Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d3648191-Reviews-Gourmet_Gourmet_Miami-Miami_Florida.html,,,"4249 West Flagler Street, Miami, FL 33126",TripAdvisor,33126,True,33126
274,LA Sweets - Sunset Place,http://www.tripadvisor.in/Restaurant_Review-g34438-d5094130-Reviews-LA_Sweets_Sunset_Place-Miami_Florida.html,,,"5701 Sunset Drive #152, Miami, FL 33143",TripAdvisor,33143,True,33143
275,Lili's Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4509168-Reviews-Lili_s_Cafeteria-Miami_Florida.html,,,"10759 SW 56th St, Miami, FL 33165",TripAdvisor,33165,True,33165
276,Fritanga Nicaraguense,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192782-Reviews-Fritanga_Nicaraguense-Miami_Florida.html,,,"1221 NW 119th St, Miami, FL 33167",TripAdvisor,33167,True,33167
277,La Bistecca de chichi,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207917-Reviews-La_Bistecca_de_chichi-Miami_Florida.html,"1,649 of 3,600",1.0,"8347 N.W. 36 st, Miami, FL 33166",TripAdvisor,33166,True,33166
278,Sushi Runner,http://www.tripadvisor.in/Restaurant_Review-g34438-d5109025-Reviews-Sushi_Runner-Miami_Florida.html,"346 of 3,600",7.0,"4711 NW 79th Ave, Miami, FL 33166-5452",TripAdvisor,-5452,False,33166
279,Govinda's Garden,http://www.tripadvisor.in/Restaurant_Review-g34438-d2171416-Reviews-Govinda_s_Garden-Miami_Florida.html,"474 of 3,600",8.0,"100 south Miami ave # 3, Miami, FL 33130",TripAdvisor,33130,True,33130
280,Ni.do. Caffe and Mozzarella Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d2618410-Reviews-Ni_do_Caffe_and_Mozzarella_Bar-Miami_Florida.html,"102 of 3,600",32.0,"7295 Biscayne Blvd, Miami, FL 33138",TripAdvisor,33138,True,33138
281,Pop's Pizza and Subs,http://www.tripadvisor.in/Restaurant_Review-g34438-d2369689-Reviews-Pop_s_Pizza_and_Subs-Miami_Florida.html,"1,757 of 3,600",7.0,"10660 NW 7th St (Fontainebleau Blvd), Miami, FL 33172",TripAdvisor,33172,True,33172
282,Caribco Shrimp Market,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369970-Reviews-Caribco_Shrimp_Market-Miami_Florida.html,,,"19575 Biscayne Blvd, Ste 1429, Miami, FL 33180",TripAdvisor,33180,True,33180
283,Peru To Go,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207647-Reviews-Peru_To_Go-Miami_Florida.html,,,"13911 SW 66 th Street, Miami, FL 33183",TripAdvisor,33183,True,33183
284,Rice House of Kabob,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182155-Reviews-Rice_House_of_Kabob-Miami_Florida.html,"1,482 of 3,600",1.0,"13742 SW 56th St, Miami, FL 33175",TripAdvisor,33175,True,33175
285,Au Bon Pain,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370956-Reviews-Au_Bon_Pain-Miami_Florida.html,"409 of 3,600",5.0,"777 NW 72nd Ave, Ste 3019, Miami, FL 33126",TripAdvisor,33126,True,33126
286,Sugar cane,http://www.tripadvisor.in/Restaurant_Review-g34438-d3175121-Reviews-Sugar_cane-Miami_Florida.html,"404 of 3,600",38.0,"32 and 2nd NE, Miami, FL",TripAdvisor,"i, FL",False,
287,El Palacio Sport Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193433-Reviews-El_Palacio_Sport_Cafe-Miami_Florida.html,,,"3632 NW 25th Ave, Miami, FL 33142",TripAdvisor,33142,True,33142
288,Chicken Kitchen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193479-Reviews-Chicken_Kitchen-Miami_Florida.html,,,"10800 Biscayne Blvd, Ste 820, Miami, FL 33161",TripAdvisor,33161,True,33161
289,D and BATM Service,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199773-Reviews-D_and_BATM_Service-Miami_Florida.html,,,"3010 S Douglas Rd, Miami, FL 33133",TripAdvisor,33133,True,33133
290,Emilys & Sushi House,http://www.tripadvisor.in/Restaurant_Review-g34438-d5426567-Reviews-Emilys_Sushi_House-Miami_Florida.html,,,"20 W Flagler, Miami, FL 33130",TripAdvisor,33130,True,33130
291,Clubhouse One,http://www.tripadvisor.in/Restaurant_Review-g34438-d2211734-Reviews-Clubhouse_One-Miami_Florida.html,"1,381 of 3,600",26.0,"Miami International Airport, Terminal D 1640 NW 42nd Ave Miami, Miami, FL 33126",TripAdvisor,33126,True,33126
292,The Sub Station,http://www.tripadvisor.in/Restaurant_Review-g34438-d4508889-Reviews-The_Sub_Station-Miami_Florida.html,,,"119 SE 2nd Ave, Miami, FL 33131-1501",TripAdvisor,-1501,False,33131
293,Pop's Pizza & Subs,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207876-Reviews-Pop_s_Pizza_Subs-Miami_Florida.html,"1,799 of 3,600",,"3623 NW 36th St, Miami, FL 33142",TripAdvisor,33142,True,33142
294,Mint Leaf - Brickell,http://www.tripadvisor.in/Restaurant_Review-g34438-d2086132-Reviews-Mint_Leaf_Brickell-Miami_Florida.html,"1,135 of 3,600",28.0,"1063 SW 1st Avenue, Miami, FL 33131",TripAdvisor,33131,True,33131
295,Snapper's Seafood Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d5563110-Reviews-Snapper_s_Seafood_Restaurant-Miami_Florida.html,"1,382 of 3,600",1.0,"14501 South Dixie Highway, Miami, FL 33176",TripAdvisor,33176,True,33176
296,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369365-Reviews-Subway-Miami_Florida.html,,,"7 NW 183rd St, Miami, FL 33169",TripAdvisor,33169,True,33169
297,Dcquintero,http://www.tripadvisor.in/Restaurant_Review-g34438-d4282225-Reviews-Dcquintero-Miami_Florida.html,,,"6730, Miami, FL",TripAdvisor,"i, FL",False,
298,Wee-Bag-it,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182290-Reviews-Wee_Bag_it-Miami_Florida.html,,,"1441 Brickell Ave, Miami, FL 33131",TripAdvisor,33131,True,33131
299,The Coffee Bean & Tea Leaf,http://www.tripadvisor.in/Restaurant_Review-g34438-d4937759-Reviews-The_Coffee_Bean_Tea_Leaf-Miami_Florida.html,,,"1051 NW 14th St, Ste 120, Miami, FL 33136-2111",TripAdvisor,-2111,False,33136
300,"La Cocotte
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d1965929-Reviews-La_Cocotte-Miami_Florida.html,,,"150 West Flagler Street, Miami, FL 33130",TripAdvisor,33130,True,33130
301,The Bistro,http://www.tripadvisor.in/Restaurant_Review-g34438-d6034218-Reviews-The_Bistro-Miami_Florida.html,"661 of 3,600",3.0,"200 Se 2nd Ave, Miami, FL 33131",TripAdvisor,33131,True,33131
302,Seascape Chinese Hospital Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d5210083-Reviews-Seascape_Chinese_Hospital_Restaurant-Miami_Florida.html,,,"11thStreet, Miami Beach, Florida, United State., Miami, FL",TripAdvisor,"i, FL",False,
303,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4334586-Reviews-Subway-Miami_Florida.html,"1,231 of 3,600",2.0,"444 Brickell Ave, Ste P41, Miami, FL 33131",TripAdvisor,33131,True,33131
304,Two Chefs Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d466996-Reviews-Two_Chefs_Restaurant-Miami_Florida.html,"408 of 3,600",43.0,"8287 South Dixie Highway, Miami, FL 33143",TripAdvisor,33143,True,33143
305,Bengalindiancuisine@face,http://www.tripadvisor.in/Restaurant_Review-g34438-d5217625-Reviews-Bengalindiancuisine_face-Miami_Florida.html,,,"2010 Biscayne blvd, Miami, FL 33137",TripAdvisor,33137,True,33137
306,Total Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192802-Reviews-Total_Cafeteria-Miami_Florida.html,,,"1401 NW 23rd St, Miami, FL 33142-7623",TripAdvisor,-7623,False,33142
307,Ying Lee Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4201277-Reviews-Ying_Lee_Chinese_Restaurant-Miami_Florida.html,,,"1297 NW 103rd St, Miami, FL 33147-1425",TripAdvisor,-1425,False,33147
308,The Oceanaire Seafood Room,http://www.tripadvisor.in/Restaurant_Review-g34438-d736733-Reviews-The_Oceanaire_Seafood_Room-Miami_Florida.html,"505 of 3,600",171.0,"900 S Miami Ave, Suite 111, Miami, FL 33130",TripAdvisor,33130,True,33130
309,Miss Saigon Vietnamese Resturant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4437948-Reviews-Miss_Saigon_Vietnamese_Resturant-Miami_Florida.html,"734 of 3,600",2.0,"167 St, No Miami Ave, Miami, FL",TripAdvisor,"i, FL",False,
310,Cascade Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207624-Reviews-Cascade_Restaurant-Miami_Florida.html,,,"7140 SW 8th St, Miami, FL 33144",TripAdvisor,33144,True,33144
311,D'lites,http://www.tripadvisor.in/Restaurant_Review-g34438-d916467-Reviews-D_lites-Miami_Florida.html,"1,719 of 3,600",4.0,"20695 Biscayne Blvd Ste 6, Miami, FL 33180",TripAdvisor,33180,True,33180
312,Dolci Peccati Gelato,http://www.tripadvisor.in/Restaurant_Review-g34438-d3774560-Reviews-Dolci_Peccati_Gelato-Miami_Florida.html,"546 of 3,600",2.0,"274 NE 59th Street, Food Truck on the road, Miami, FL",TripAdvisor,"i, FL",False,
313,Gusto Express Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d4802456-Reviews-Gusto_Express_Miami-Miami_Florida.html,"388 of 3,600",3.0,"1130 Collins Avenue, Miami, FL",TripAdvisor,"i, FL",False,
314,"Life Food Gourmet
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d3179731-Reviews-Life_Food_Gourmet-Miami_Florida.html,,1.0,"1248 SW 22nd St, Miami, FL",TripAdvisor,"i, FL",False,
315,Caffe Di Notte,http://www.tripadvisor.in/Restaurant_Review-g34438-d2403766-Reviews-Caffe_Di_Notte-Miami_Florida.html,"126 of 3,600",15.0,"9793 Sunset Drive, Miami, FL",TripAdvisor,"i, FL",False,
316,Mandolin Aegean Bistro,http://www.tripadvisor.in/Restaurant_Review-g34438-d1761726-Reviews-Mandolin_Aegean_Bistro-Miami_Florida.html,"15 of 3,600",217.0,"4312 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,True,33137
317,Miami Subs Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181608-Reviews-Miami_Subs_Grill-Miami_Florida.html,,,"3030 Grand Ave, Miami, FL 33133",TripAdvisor,33133,True,33133
318,Bargello Bistro,http://www.tripadvisor.in/Restaurant_Review-g34438-d2540020-Reviews-Bargello_Bistro-Miami_Florida.html,"1,557 of 3,600",2.0,"8888 SW 136th Street, Miami, FL",TripAdvisor,"i, FL",False,
319,Croissant D'or,http://www.tripadvisor.in/Restaurant_Review-g34438-d934420-Reviews-Croissant_D_or-Miami_Florida.html,"771 of 3,600",16.0,"202 SE 1st St, Miami, FL 33131-1902",TripAdvisor,-1902,False,33131
