restau_name,reviews,zip
Jimmy'z Kitchen Wynwood,"Great Place, Great Food and Fabulous Service.... Try the Mofongo you will come back for more guaranteed...

Feel free to stuff your face. You may walk it...",33127
Jimmy'z Kitchen Wynwood,"Let me start off saying- I love Jimmyz kitchen. I've gone many times, since 2010 when they only had 1 restaurant at the beach,  always consistent with...",33127
Jimmy'z Kitchen Wynwood,"The Cobb Salad at Jimmy'z Kitchen in Wynwood is a top notch salad.  It has all your favorites - lettuce topped w/ tomatoes, avocado slices, hard boiled egg,...",33127
Eating House,"Came on Saturday. Very small location. Limited menu.  Tried a variety of things from the table: Chicken and Waffles with Candied Bacon, Toasted Rice...",33134
Eating House,Brunch time is super busy so come early (get the pancakes) . Lunch time on Tuesday was less crowded. The restaurant is pretty tiny but the food won't fail...,33134
Eating House,"I searched online for ""best breakfast in Coral Gables"" and the Eating House popped up.  It wasn't too far from our house so we decided to give it a try for...",33134
Devon Seafood & Steak,"Dea​v​on

​Five well-deserved stars to this wonderful restaurant.

Let me start by telling you that we had an outstanding service by our amazing waitress...",33183
Devon Seafood & Steak,"I should have left a review the first time I came here. Now, after my third time at Devon's, here it is. Easter brunch packed up the restaurant but there...",33183
Devon Seafood & Steak,"My boyfriend, being the sweetest guy ever, brought me to Devon for my birthday knowing I had been wanting to check this place out.  We arrived on Wednesday...",33183
Pollos Y Jarras,"Really really good !
Parilla pal carajo amazing!
And the desserts WOW!
Good and friendly service.
Love the decoration!",33132
Pollos Y Jarras,"Like prior review:
-Rotisserie chicken: consistently very good. This is not supermarket chicken quality, but similar to what I would get in Lima
-Service...",33132
Pollos Y Jarras,We went here with a big group of about 20 people on a weeknight early in the week and had a pretty good time. Having a couple rounds of Pisco Sours loosened...,33132
Wood Tavern,"This is my favorite local bar. It's literally in my backyard. I've been coming here since it opened and my opinion doesn't change.

There's 2 indoor bars...",33127
Wood Tavern,"Very cool aesthetics, highly recommend for a night out. 

It's pretty casual in terms of fashion, but the music is very club-like. 

They also have food on...",33127
Wood Tavern,At my age getting carded at the door is hysterical. Trust me they card everyone. When we first arrived I saw the rope and a big bouncer who was scary...,33127
Bali Café,"A great little culinary gem hidden in downtown/Omni. It is cash only, but there are plenty of ATM's nearby.

Came with wife on a weekday night and had the...",33132
Bali Café,Yummmmm. I ate here with my boyfriend and it was such a pleasant surprise. We walked by it twice looking for it after reading the great reviews on Yelp. We...,33132
Bali Café,"UTTERLY DELICIOUS... if you love authentic Asian food - go here!!

But keep in mind It is CASH ONLY - they should have a sign... why are all the best places...",33132
NiDo  Caffe,"Nido it's a mall Italian restaurant that was recommended by a co-worker. 

I called two weeks prior to make reservation for 20 ppl. A young nice lady answer...",33138
NiDo  Caffe,"I always ride by here & wanted to try them out. 
The look & feel of this place takes you to Italy. It's non traditional & well decorated, I loved it.
The...",33138
NiDo  Caffe,I've been interested in this place for a while and have been stalking their drool-worthy pics on Instagram ...oddly enough I actually won a contest for a...,33138
Gyu-Kaku Japanese BBQ,"Gyu-Kaku is unique and delicious. If you're looking for a light meal this is not the place for you. You order a mix of delicious meats and vegetables, which...",33130
Gyu-Kaku Japanese BBQ,"The food is phenomenal at this place. The only things that wasn't good was the salad, but I don't care about that since all meats were delicious. Plus who...",33130
Gyu-Kaku Japanese BBQ,"I walked in welcomed by the smells of wonderfully grilled/barbecued food, which by any means is not a bad thing. They offer a number of different...",33130
Ms Cheezious,"The buffalo chicken melt is probably one of my favorite things to eat in life, period LOL. If you like buffalo chicken, you'll love this sandwich. 

The Mac...",33138
Ms Cheezious,"Sad to see a really good local restaurant go bad in so many ways.   We were loyal customers since the time they opened their first location, but...",33138
Ms Cheezious,"This is the place to go for comfort food with a twist! I've ordered from the food truck, in-store, and delivery and it's been consistently good. The store...",33138
Batch Gastropub,"I was in Miami on a work trip, and Batch was recommended to us by a co-worker. The food was incredibly tasty and the drinks were yummy! What put this place...",33130
Batch Gastropub,"The food and drink here comes nicely presented and tastefully created.

Ambiance-
There is an outdoor patio with tables and chairs and the interior has...",33130
Batch Gastropub,"Great hangout. Love coming here. Great beer, great cocktails, great food. Today we came to watch the NBA possible championship game, Cavs vs GS.......",33130
La Mar by Gaston Acurio,"Gaston Acurio, one of the most famous Peruvian chefs and notable faces of Peruvian cuisine, is an absolute genius. I am Peruvian and grew up eating at his...",33131
La Mar by Gaston Acurio,The restaurant and location were nice but food was overpriced and not that good. I ate at other Peruvian restaurants in the area that offered better food...,33131
La Mar by Gaston Acurio,Let me just start that I had been dreaming about coming to this restaurant for a loooooong time. Today we had a reservation for 7:45 PM which I made last...,33131
Bulla Gastrobar,"This is a great spot for a nice drink and small delicious plates! 
They wait can be long but the bar is big and great to start with a nice glass of wine....",33134
Bulla Gastrobar,"Very nice looking restaurant. They have a good happy hour and the bartenders had great customer service. 

Try the Ahi Tuna!",33134
Bulla Gastrobar,Me and my boyfriend tried every single cocktail on this menu. First I want to say that I'm a lightweight and I get very sick easily drinking alcohol...,33134
My Ceviche,Great service and food! Cashier Meybell was very fast and helpful with recommendations :),33143
My Ceviche,"Even though is not the ceviche Im used to the whole Idea is a diferent aproach to the kind of ceviche I like which is peruvian, hope you strive and keep...",33143
My Ceviche,"The ceviche was delicious.  Just enough garlic , lime and cilantro to have flavor but not overpowering
2 shrimp tacos and 1 octopus were delicious icing on...",33143
Rincon Escondido Tapas,I pass by this place every single day while walking my dog and never got around to trying it out until about a week and a half ago. Their antique design and...,33137
Rincon Escondido Tapas,"----UPDATE----
The owner called me to apologize for the way that I was treated. I appreciate the prompt response and the apology, so I will visit Rincon...",33137
Rincon Escondido Tapas,Fantastic dining experience! When you arrive you'll be greeted by the owner. Such a friendly man. This place feels like dinner at someone's home. Very...,33137
B-Bistro & Bakery,"Yum and more yum, what a great find! I'm a huge fan of Burrata and B-Bistro was able to satisfy all my taste buds in one bowl! Let's also take some time to...",33131
B-Bistro & Bakery,"I went here with my family and had a great time. Service was excellent and the ambiance was really nice. 

I had the Croque Madame, which was good, my only...",33131
B-Bistro & Bakery,"I still can't believe it took me so long to get to this place. Yes, it was OUTSTANDING. Exactly what I expected from seeing everyone's posts and comments...",33131
La Patagonia Argentina,"Excellent food and excellent service.
The staff always makes you feel welcome and they go out of their way to make sure your food is exactly what you...",33126
